timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:29:00,0.33420881628990173,0.1377473622560501,0.008729176595807076,0.3858878016471863,0.009476895444095135,0.12394998222589493
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:29:30,0.11114279180765152,0.04951982945203781,0.002922523533925414,0.2037501335144043,0.0026739744935184717,0.6299906969070435
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:30:00,0.3235326409339905,0.04256817698478699,0.0037284595891833305,0.15553152561187744,0.001920103095471859,0.4727191925048828
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:30:30,0.1920716017484665,0.16637803614139557,0.007573546376079321,0.39976832270622253,0.014081922359764576,0.22012658417224884
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:31:00,0.1110667958855629,0.1125791072845459,0.0018503381870687008,0.6960139274597168,0.0011561057763174176,0.0773337334394455
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:31:30,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:32:01,0.2598858177661896,0.09440033882856369,0.006731035187840462,0.40809404850006104,0.0014196686679497361,0.2294691801071167
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:32:31,0.15502850711345673,0.06471391022205353,0.004865176510065794,0.24026665091514587,0.0018901153234764934,0.5332355499267578
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:33:01,0.22223567962646484,0.06862900406122208,0.003865861101076007,0.22754180431365967,0.0019947371911257505,0.4757329225540161
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:33:31,0.2792166471481323,0.07487410306930542,0.0022891389671713114,0.270624041557312,0.002883212873712182,0.3701128661632538
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:34:02,0.1563107669353485,0.0716792568564415,0.002598634921014309,0.33864569664001465,0.0023371863644570112,0.42842841148376465
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:34:32,0.14763258397579193,0.06496989727020264,0.0025453604757785797,0.38725796341896057,0.002505525480955839,0.39508867263793945
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:35:02,0.16195349395275116,0.08084025979042053,0.0034901953767985106,0.3083132803440094,0.0035906536504626274,0.4418121576309204
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:35:32,0.13941910862922668,0.1012098416686058,0.002212299033999443,0.37008437514305115,0.0025374500546604395,0.3845369517803192
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:36:02,0.31262168288230896,0.10542073100805283,0.004932356998324394,0.2291683703660965,0.002846380230039358,0.34501051902770996
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:36:32,0.22965313494205475,0.08073819428682327,0.00439218245446682,0.22600576281547546,0.0030023951549082994,0.4562082588672638
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:37:02,0.0914159044623375,0.07866955548524857,0.00408598780632019,0.3503073751926422,0.004482079762965441,0.4710390269756317
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:37:32,0.33269116282463074,0.07041455805301666,0.00362172513268888,0.20010149478912354,0.003153800265863538,0.3900173306465149
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:38:02,0.24633952975273132,0.08015480637550354,0.004447943530976772,0.2532026469707489,0.0023284596391022205,0.41352659463882446
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:38:32,0.15146557986736298,0.06257869303226471,0.0030133097898215055,0.3703693151473999,0.0015220455825328827,0.4110511243343353
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:39:03,0.30888527631759644,0.10902225226163864,0.0019168874714523554,0.334669828414917,0.0030746764969080687,0.24243110418319702
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:39:33,0.1544291228055954,0.12248016893863678,0.0016642515547573566,0.44758716225624084,0.003155957441776991,0.2706833779811859
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:40:03,0.07997593283653259,0.04473550617694855,0.002390025183558464,0.2885737419128418,0.0006064972840249538,0.5837182998657227
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:40:33,0.16534475982189178,0.05450381338596344,0.0033611070830374956,0.38474348187446594,0.001331926672719419,0.3907149136066437
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:41:03,0.1558840125799179,0.11978587508201599,0.0016222629928961396,0.5313304662704468,0.0020463564433157444,0.18933096528053284
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:41:33,0.29675206542015076,0.04151420667767525,0.0030350335873663425,0.20518448948860168,0.002037524012848735,0.45147666335105896
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:42:03,0.22101132571697235,0.12788838148117065,0.0030230896081775427,0.3872406482696533,0.0010939579224213958,0.2597426772117615
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:42:33,0.17373673617839813,0.05983022600412369,0.005678428336977959,0.2054319828748703,0.001732985838316381,0.5535895824432373
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:43:03,0.49415040016174316,0.06980007141828537,0.0038953914772719145,0.22208227217197418,0.0041847825050354,0.20588715374469757
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:43:33,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:44:03,0.21612006425857544,0.09868700802326202,0.0034471123944967985,0.277408629655838,0.004272277466952801,0.4000648856163025
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:44:34,0.13812440633773804,0.036712538450956345,0.005561390426009893,0.25974735617637634,0.0015519385924562812,0.5583024621009827
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:45:04,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:45:34,0.07297460734844208,0.08381742238998413,0.005205261986702681,0.5866118669509888,0.000606305431574583,0.2507845461368561
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:46:04,0.19611035287380219,0.07174564152956009,0.003632627660408616,0.4514674246311188,0.0025820231530815363,0.274461954832077
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:46:34,0.3358438313007355,0.11561458557844162,0.002474734093993902,0.3817310333251953,0.0019660061225295067,0.1623697131872177
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:47:04,0.19088098406791687,0.07230842858552933,0.0028230196330696344,0.33435431122779846,0.002951420145109296,0.3966819643974304
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:47:34,0.12539246678352356,0.03932313993573189,0.004779731389135122,0.15880294144153595,0.0023670673836022615,0.6693346500396729
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:48:04,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:48:34,0.28749144077301025,0.05007215961813927,0.003321970347315073,0.1900791972875595,0.004017833154648542,0.4650174677371979
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:49:04,0.04095474258065224,0.027744928374886513,0.0043137636967003345,0.0993964821100235,0.002144318539649248,0.8254457116127014
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-12 13:49:35,0.2639393210411072,0.07537724077701569,0.0036098347045481205,0.30737143754959106,0.00398061191663146,0.3457215428352356
