timestamp,angry,scared,happy,sad,surprised,neutral,active_app_name
2020-05-29 16:40:01,0.5443729162216187,0.11591103672981262,0.010072926059365273,0.23123790323734283,0.00771082378923893,0.09069449454545975,Google Chrome
2020-05-29 16:40:16,0.15362387895584106,0.11424720287322998,0.015961013734340668,0.28266793489456177,0.004899813327938318,0.42860013246536255,Google Chrome
2020-05-29 16:40:31,0.09154990315437317,0.03306473419070244,0.014209085144102573,0.18449214100837708,0.0016370293451473117,0.6750470995903015,Google Chrome
2020-05-29 16:40:46,0.05069712549448013,0.04437427967786789,0.01155872642993927,0.20040439069271088,0.000971380970440805,0.6919941306114197,Google Chrome
2020-05-29 16:41:01,0.05617846921086311,0.05440334975719452,0.010890067555010319,0.20923259854316711,0.0018126708455383778,0.667482852935791,Google Chrome
2020-05-29 16:41:16,0.08660968393087387,0.05394773930311203,0.007794675882905722,0.2044806182384491,0.0023626999463886023,0.6448045969009399,Google Chrome
2020-05-29 16:41:31,,,,,,,Google Chrome
2020-05-29 16:41:46,,,,,,,Google Chrome
2020-05-29 16:42:02,0.06678749620914459,0.1667749434709549,0.00298666930757463,0.40265974402427673,0.004470812622457743,0.3563203513622284,Google Chrome
2020-05-29 16:42:17,0.14793534576892853,0.080577053129673,0.0028176703490316868,0.6619910001754761,0.0016384456539526582,0.105040542781353,Google Chrome
2020-05-29 16:42:32,0.3050606846809387,0.11789249628782272,0.002904530381783843,0.3824695348739624,0.004552894737571478,0.18711981177330017,Google Chrome
2020-05-29 16:42:47,0.46618854999542236,0.1557006537914276,0.0032079650554805994,0.2922612428665161,0.0036862303968518972,0.07895533740520477,Google Chrome
2020-05-29 16:43:03,0.1277616173028946,0.3088694214820862,0.006637013982981443,0.4768143892288208,0.004841499496251345,0.07507602870464325,Google Chrome
2020-05-29 16:43:18,0.3153645992279053,0.08570116013288498,0.0036982710007578135,0.44412192702293396,0.0027582901529967785,0.14835569262504578,Google Chrome
2020-05-29 16:43:33,0.07458287477493286,0.5842195153236389,0.008668923750519753,0.25566208362579346,0.010561056435108185,0.06630556285381317,Google Chrome
