timestamp,angry,scared,happy,sad,surprised,neutral
2020-05-28 09:07:29,,,,,,
2020-05-28 09:07:45,0.12767457962036133,0.1133185774087906,0.011648507788777351,0.6625205874443054,0.0021037315018475056,0.08273392170667647
2020-05-28 09:08:00,0.11026495695114136,0.16482840478420258,0.01350150816142559,0.6154248118400574,0.0032300474122166642,0.09275027364492416
2020-05-28 09:08:15,0.17299926280975342,0.1024547815322876,0.02583408541977405,0.5906752943992615,0.0026399819180369377,0.10539663583040236
2020-05-28 09:08:30,0.1378139704465866,0.15586979687213898,0.010249411687254906,0.608498215675354,0.00243688328191638,0.08513171225786209
2020-05-28 09:08:45,0.08260241150856018,0.17809835076332092,0.009292213246226307,0.6791867613792419,0.0018399546388536687,0.048980336636304855
2020-05-28 09:09:00,0.10502701997756958,0.1946101933717728,0.00795383658260107,0.6549942493438721,0.00176920962985605,0.03564542159438133
2020-05-28 09:09:15,0.055336132645607,0.2188132256269455,0.011449416168034077,0.65967857837677,0.0038493205793201923,0.05087336525321007
2020-05-28 09:09:31,0.04733279347419739,0.2678326666355133,0.0085448594763875,0.6186981201171875,0.005632961168885231,0.0519586093723774
2020-05-28 09:09:46,0.03689984977245332,0.05211620405316353,0.5068372488021851,0.3159472644329071,0.01331899780780077,0.07488042116165161
2020-05-28 09:10:01,0.04442765563726425,0.17781636118888855,0.02067517675459385,0.5775918364524841,0.004206263460218906,0.17528270184993744
2020-05-28 09:10:16,0.06375409662723541,0.18038567900657654,0.017278514802455902,0.5736839175224304,0.004999903030693531,0.15989796817302704
2020-05-28 09:10:31,0.05427045375108719,0.1816118061542511,0.007668679114431144,0.7001680135726929,0.002914431504905224,0.05336667597293854
2020-05-28 09:10:46,0.059885561466217034,0.11534306406974792,0.015349563211202618,0.7687104940414429,0.0023999474942684174,0.03831130638718605
2020-05-28 09:11:01,0.04644804447889328,0.11639102548360825,0.011131440289318563,0.7923206090927124,0.0016807493520900607,0.03202806785702705
2020-05-28 09:11:16,0.03824259713292122,0.15014900267124176,0.010695131495594978,0.7663885951042175,0.0019703181460499763,0.03255442529916763
2020-05-28 09:11:32,0.022992320358753204,0.1306542158126831,0.006210428196936846,0.7972131967544556,0.0016211983747780325,0.04130869358778
2020-05-28 09:11:47,0.04000737890601158,0.3386383354663849,0.008842919953167439,0.5512567758560181,0.0058701769448816785,0.055384475737810135
2020-05-28 09:12:02,0.06544553488492966,0.32199570536613464,0.0068928878754377365,0.5247229337692261,0.007093639578670262,0.07384932041168213
2020-05-28 09:12:17,0.06495397537946701,0.250302791595459,0.006193403620272875,0.6385145783424377,0.003173138713464141,0.03686199337244034
2020-05-28 09:12:32,0.05780571326613426,0.1127120926976204,0.004735062830150127,0.7653860449790955,0.002374177798628807,0.05698687955737114
2020-05-28 09:12:48,0.028762098401784893,0.15461809933185575,0.007197134662419558,0.7541881799697876,0.00195138540584594,0.053283121436834335
2020-05-28 09:13:03,0.02453415468335152,0.11156228929758072,0.008376448415219784,0.826727032661438,0.0013434052234515548,0.02745670825242996
2020-05-28 09:13:18,0.02124133892357349,0.14517363905906674,0.007806004490703343,0.7970508337020874,0.0016116690821945667,0.027116503566503525
2020-05-28 09:13:33,0.03304813429713248,0.33200955390930176,0.00504149729385972,0.5791030526161194,0.004426085855811834,0.046371739357709885
2020-05-28 09:13:48,0.02237573079764843,0.3457130789756775,0.00628788722679019,0.5802628993988037,0.0049247960560023785,0.04043560102581978
2020-05-28 09:14:03,0.051493123173713684,0.2418836057186127,0.00596555694937706,0.6296973824501038,0.004253766033798456,0.0667065978050232
2020-05-28 09:14:18,0.12838171422481534,0.22035038471221924,0.006932208780199289,0.4461556077003479,0.018714439123868942,0.17946569621562958
2020-05-28 09:14:34,0.0575607605278492,0.17409531772136688,0.01432578545063734,0.560779869556427,0.006491606589406729,0.18674664199352264
2020-05-28 09:14:49,0.04827732592821121,0.112893708050251,0.011217406019568443,0.5781071186065674,0.003510637674480677,0.2459937632083893
2020-05-28 09:15:04,0.06108536198735238,0.10398724675178528,0.016657883301377296,0.5233317017555237,0.004517268855124712,0.2904205620288849
2020-05-28 09:15:19,0.054816372692584985,0.17177943885326385,0.013743513263761995,0.5420801639556885,0.006929806899279356,0.21065066754817965
2020-05-28 09:15:34,0.05301520600914955,0.14443591237068176,0.008296972140669823,0.6339788436889648,0.0032650744542479515,0.15700802206993106
2020-05-28 09:15:50,0.047050900757312775,0.13229528069496155,0.009479744359850885,0.6638421416282654,0.0039889197796583176,0.1433430165052414
2020-05-28 09:16:05,0.04667366296052933,0.10572635382413864,0.006780034862458706,0.6145607829093933,0.002979983808472753,0.2232791185379029
2020-05-28 09:16:20,0.06535740196704865,0.13254594802856445,0.01690167747437954,0.505678653717041,0.005660486407577992,0.2738558351993561
2020-05-28 09:16:35,0.0549793653190136,0.152723029255867,0.011865069158375263,0.7250218987464905,0.002859757049009204,0.05255083367228508
2020-05-28 09:16:50,0.03724183514714241,0.1433495283126831,0.01550684589892626,0.6509707570075989,0.004924304783344269,0.14800672233104706
2020-05-28 09:17:05,0.05626668035984039,0.1723426729440689,0.01276514492928982,0.6712287664413452,0.0043745799921453,0.08302213251590729
2020-05-28 09:17:20,0.04716333746910095,0.1654726266860962,0.009150239638984205,0.7164101004600525,0.0028030844405293465,0.05900057777762412
2020-05-28 09:17:36,0.04982458055019379,0.16192099452018738,0.013024547137320042,0.6598543524742126,0.005233354866504668,0.11014212667942047
2020-05-28 09:17:51,0.049676187336444855,0.1747581511735916,0.01209501177072525,0.6583455204963684,0.005260155536234379,0.09986498206853868
2020-05-28 09:18:06,0.08913900703191757,0.23479588329792025,0.01704338565468788,0.42746755480766296,0.01049969904124737,0.22105441987514496
2020-05-28 09:18:21,0.14584815502166748,0.11624541878700255,0.007446694187819958,0.4617346227169037,0.007201800122857094,0.26152339577674866
2020-05-28 09:18:36,0.07008886337280272,0.23899245262146,0.0027101538144052033,0.5988852381706238,0.0036062691360712047,0.0857170820236206
2020-05-28 09:18:51,0.09770067036151886,0.2272684276103973,0.0184420607984066,0.3856648206710816,0.014458934776484966,0.2564649879932404
2020-05-28 09:19:07,0.18028421700000768,0.0932065322995186,0.004360869061201811,0.5534716844558716,0.003385767107829452,0.16529099643230438
2020-05-28 09:19:22,,,,,,
2020-05-28 09:19:37,0.0632702186703682,0.13279984891414642,0.004622950218617915,0.6558755040168762,0.002098302124068141,0.14133310317993164
2020-05-28 09:19:52,,,,,,
2020-05-28 09:20:07,0.131795734167099,0.10655421018600464,0.00238404655829072,0.5908824801445007,0.0019958026241511106,0.16638769209384918
2020-05-28 09:20:22,0.13548198342323306,0.053911276161670685,0.011074271984398363,0.460247129201889,0.003656294895336032,0.3356289565563202
2020-05-28 09:20:38,0.14251208305358887,0.07054221630096437,0.005725517868995666,0.4500555694103241,0.003611763706430793,0.32755282521247864
2020-05-28 09:20:53,0.2464388310909271,0.1279512345790863,0.0059875408187508574,0.4442204236984253,0.005099942907691003,0.17030198872089386
2020-05-28 09:21:08,0.19804978370666504,0.09443174302577972,0.010244138538837431,0.4100984334945679,0.006630735937505961,0.2805451452732086
2020-05-28 09:21:23,0.1982143670320511,0.09011022746562958,0.0075208977796137316,0.4796742796897888,0.00419683288782835,0.2202833890914917
2020-05-28 09:21:38,0.12343386560678482,0.07577944546937943,0.011244547553360462,0.371415376663208,0.0054543986916542045,0.4126723408699036
2020-05-28 09:21:53,,,,,,
