timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:26:30,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:27:01,0.07460665702819824,0.0796051099896431,0.006568706128746271,0.21230044960975647,0.004509218502789736,0.6224098801612854
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:27:31,0.09706838428974152,0.21198159456253052,0.0008576049003750086,0.49150821566581726,0.0036970300134271383,0.19488726556301117
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:28:01,0.07559728622436523,0.14335845410823822,0.00504438579082489,0.2514965832233429,0.008304878138005733,0.516198456287384
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:28:31,0.18739263713359833,0.17596828937530518,0.0027059440035372972,0.4218609035015106,0.0032269477378576994,0.20884525775909424
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:29:01,0.10001935809850693,0.22349485754966736,0.0014464766718447208,0.4293009638786316,0.005150820594280958,0.24058742821216583
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:29:31,0.10481277853250504,0.18764004111289978,0.0015146986115723848,0.49946579337120056,0.0037481319159269333,0.20281849801540375
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:30:01,0.09221652150154114,0.23133543133735657,0.0015065859770402312,0.5349192023277283,0.003593422006815672,0.1364288479089737
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:30:31,0.11215387284755707,0.11902964860200882,0.03243458271026611,0.2505726218223572,0.005330277606844902,0.4804788827896118
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:31:02,,,,,,
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:31:32,0.14358755946159363,0.1482057124376297,0.0047253756783902645,0.47009265422821045,0.003523716703057289,0.22986499965190887
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:32:02,0.1854957491159439,0.15868519246578217,0.002750383922830224,0.49462881684303284,0.0032556643709540367,0.15518420934677124
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:32:32,0.1828835904598236,0.17594695091247559,0.0022287762258201838,0.49242860078811646,0.0033103469759225845,0.14320169389247894
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:33:02,0.13261908292770386,0.1210467666387558,0.0027721936348825693,0.39803263545036316,0.0020384963136166334,0.3434907793998718
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:33:32,0.08753345906734467,0.12395807355642319,0.0022667795419692993,0.4418240189552307,0.0025543172378093004,0.3418632745742798
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:34:02,0.17549440264701843,0.16712842881679535,0.004937794525176287,0.2698902487754822,0.008578209206461906,0.37397101521492004
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:34:32,0.10380339622497559,0.15068358182907104,0.0031004163902252913,0.2694050669670105,0.005366803612560034,0.4676406979560852
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:35:03,0.08183874934911728,0.10778579860925674,0.003234781324863434,0.27170857787132263,0.0043151830323040485,0.5311169028282166
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:35:33,0.13503754138946533,0.18073399364948273,0.002321452833712101,0.3790510296821594,0.005042569246143103,0.297813355922699
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:36:03,0.11183958500623703,0.23001894354820251,0.0017848477000370622,0.4146576225757599,0.0044358158484101295,0.2372632622718811
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:36:33,0.1599963754415512,0.1462196707725525,0.002979663899168372,0.481960654258728,0.003440218511968851,0.2054033875465393
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:37:03,0.2237144112586975,0.15643738210201263,0.002224329626187682,0.42885464429855347,0.0035458486527204514,0.1852233111858368
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:37:33,0.16758021712303162,0.13236872851848602,0.0031671382021158934,0.33595770597457886,0.005503632128238678,0.3554225564002991
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:38:03,0.07328777760267258,0.08487321436405182,0.003925300668925047,0.24361754953861237,0.004239658359438181,0.5900565385818481
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:38:33,0.19301478564739227,0.22132396697998047,0.002221034374088049,0.31038734316825867,0.008366046473383904,0.26468685269355774
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:39:04,0.05853249132633209,0.07213784009218216,0.0018334444612264633,0.5665686130523682,0.00148416543379426,0.29944345355033875
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:39:34,0.12693965435028076,0.14895834028720856,0.0023877231869846582,0.3158920407295227,0.004745243117213249,0.401077002286911
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:40:04,0.17075245082378387,0.15321141481399536,0.001802053302526474,0.3906088173389435,0.0047659012489020824,0.27885931730270386
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:40:34,0.09542741626501083,0.1558387577533722,0.0016465744702145457,0.5961317420005798,0.0012006864417344332,0.14975479245185852
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:41:04,0.1827375739812851,0.1554192751646042,0.0021709324792027473,0.35827067494392395,0.005036055576056242,0.29636555910110474
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:41:34,0.24561059474945068,0.1678866744041443,0.0020722292829304934,0.4833984076976776,0.0012331313919276,0.0997990146279335
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:42:04,0.1568731963634491,0.11459185183048248,0.0036768331192433834,0.33665621280670166,0.0023941153194755316,0.3858077824115753
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:42:34,0.2594163417816162,0.16220025718212128,0.002815251937136054,0.3775913715362549,0.0041373493149876595,0.19383938610553741
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:43:04,0.19651424884796143,0.1588960587978363,0.0018189249094575644,0.4814753830432892,0.002465472323819995,0.15882998704910278
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:43:34,0.11999232321977615,0.16613562405109406,0.0008792136213742197,0.5161830186843872,0.002866407623514533,0.19394338130950928
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:44:05,0.3062993884086609,0.15997260808944702,0.0021462086588144302,0.32525694370269775,0.004095339681953192,0.20222951471805573
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:44:35,0.2927662432193756,0.11287157237529755,0.0027266826946288347,0.3618601858615875,0.003500949824228883,0.2262742966413498
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:45:05,0.163130521774292,0.12108560651540756,0.0017517603700980544,0.5083109140396118,0.0020705820061266422,0.2036505937576294
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:45:35,0.24195052683353424,0.1898888200521469,0.0014168024063110352,0.3774920105934143,0.004797485191375017,0.1844542771577835
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:46:05,0.20226934552192688,0.1381651610136032,0.003383923089131713,0.30145156383514404,0.005933065433055162,0.34879693388938904
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:46:35,0.13882699608802795,0.19365209341049194,0.001522894250229001,0.47939538955688477,0.0033925045281648636,0.1832101196050644
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:47:05,0.1728329211473465,0.16541549563407898,0.0020775359589606524,0.41625744104385376,0.0034765945747494698,0.23993998765945435
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:47:35,0.1725054532289505,0.162650465965271,0.0012431407812982798,0.4681999683380127,0.002074119634926319,0.1933268904685974
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:48:06,0.24951772391796112,0.1908155232667923,0.0016663287533447146,0.4378450810909271,0.0036636809818446636,0.11649160832166672
timestamp,angry,scared,happy,sad,surprised,neutral
2019-11-11 17:48:36,0.1979643553495407,0.1303941160440445,0.002386376028880477,0.5103764533996582,0.0026034321635961533,0.15627528727054596
